date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:17:44	30916/30916	---MCZ	200	added ('OK')	application/javascript	etag:W/%2285f7264125ccba0cc6ce84dc28a7291b%22	https://cinelove.me/_next/static/chunks/7663-74dacec2adc1f603.js?dpl=dpl_4UUuxQNPQrqma7htYpMUtHYRhu55	D:/Web/cine_1/cinelove.me/_next/static/chunks/7663-74dacec2adc1f603e7ac.js	(from https://cinelove.me/template/pc/thiep-cuoi-46)
22:17:44	23807/23807	---MCZ	200	added ('OK')	application/javascript	etag:W/%22cdce984b33fea721c04dacabebedf85b%22	https://cinelove.me/_next/static/chunks/645-044bd413016dc197.js?dpl=dpl_4UUuxQNPQrqma7htYpMUtHYRhu55	D:/Web/cine_1/cinelove.me/_next/static/chunks/645-044bd413016dc197e7ac.js	(from https://cinelove.me/template/pc/thiep-cuoi-46)
22:17:44	51850/51850	---MCZ	200	added ('OK')	application/javascript	etag:W/%22bdccba3c058dd6acd87bcbd6dbd56e16%22	https://cinelove.me/_next/static/chunks/3587-ff64c44677ba6006.js?dpl=dpl_4UUuxQNPQrqma7htYpMUtHYRhu55	D:/Web/cine_1/cinelove.me/_next/static/chunks/3587-ff64c44677ba6006e7ac.js	(from https://cinelove.me/template/pc/thiep-cuoi-46)
22:17:45	76661/76661	---MCZ	200	added ('OK')	application/javascript	etag:W/%22b434f6827f257a99615e8c10a4acf083%22	https://cinelove.me/_next/static/chunks/5990-2a56bbad0a0c00a7.js?dpl=dpl_4UUuxQNPQrqma7htYpMUtHYRhu55	D:/Web/cine_1/cinelove.me/_next/static/chunks/5990-2a56bbad0a0c00a7e7ac.js	(from https://cinelove.me/template/pc/thiep-cuoi-46)
22:17:45	789131/789131	---MCZ	200	added ('OK')	application/javascript	etag:W/%2223341fa512ba2773f0d2f2195d5c2dac%22	https://cinelove.me/_next/static/chunks/8575-fa8385db6dccdf0a.js?dpl=dpl_4UUuxQNPQrqma7htYpMUtHYRhu55	D:/Web/cine_1/cinelove.me/_next/static/chunks/8575-fa8385db6dccdf0ae7ac.js	(from https://cinelove.me/template/pc/thiep-cuoi-46)
22:17:47	59383/59383	---MCZ	200	added ('OK')	application/javascript	etag:W/%229d10f65655ef8263d479f7eef07137e9%22	https://cinelove.me/_next/static/chunks/7603-929211e8f50e3841.js?dpl=dpl_4UUuxQNPQrqma7htYpMUtHYRhu55	D:/Web/cine_1/cinelove.me/_next/static/chunks/7603-929211e8f50e3841e7ac.js	(from https://cinelove.me/template/pc/thiep-cuoi-46)
22:17:47	15584/15584	---MCZ	200	added ('OK')	application/javascript	etag:W/%229904eac28edcb7b1286d6ac511d1c995%22	https://cinelove.me/_next/static/chunks/8162-9962c1fa9ecf6f95.js?dpl=dpl_4UUuxQNPQrqma7htYpMUtHYRhu55	D:/Web/cine_1/cinelove.me/_next/static/chunks/8162-9962c1fa9ecf6f95e7ac.js	(from https://cinelove.me/template/pc/thiep-cuoi-46)
22:17:47	26503/26503	---MCZ	200	added ('OK')	application/javascript	etag:W/%22817395903967343667eed5b45670613a%22	https://cinelove.me/_next/static/chunks/7251-3d8eb8c323d57522.js?dpl=dpl_4UUuxQNPQrqma7htYpMUtHYRhu55	D:/Web/cine_1/cinelove.me/_next/static/chunks/7251-3d8eb8c323d57522e7ac.js	(from https://cinelove.me/template/pc/thiep-cuoi-46)
22:17:48	52534/52534	---MCZ	200	added ('OK')	application/javascript	etag:W/%22182b4ed6ed20864b7e40a92ff5500cae%22	https://cinelove.me/_next/static/chunks/1508-c773c9ec8d2e14a0.js?dpl=dpl_4UUuxQNPQrqma7htYpMUtHYRhu55	D:/Web/cine_1/cinelove.me/_next/static/chunks/1508-c773c9ec8d2e14a0e7ac.js	(from https://cinelove.me/template/pc/thiep-cuoi-46)
22:17:48	16708/16708	---MCZ	200	added ('OK')	application/javascript	etag:W/%22c9b88db4595fea8efe514f2ebfa4cd78%22	https://cinelove.me/_next/static/chunks/6264-b1dceb22ff4daa83.js?dpl=dpl_4UUuxQNPQrqma7htYpMUtHYRhu55	D:/Web/cine_1/cinelove.me/_next/static/chunks/6264-b1dceb22ff4daa83e7ac.js	(from https://cinelove.me/template/pc/thiep-cuoi-46)
22:17:49	42097/42097	---MCZ	200	added ('OK')	application/javascript	etag:W/%22bf83659f94b7ecb2e1a1f51be21c3e4b%22	https://cinelove.me/_next/static/chunks/6392-a1f2fc6a00012bd4.js?dpl=dpl_4UUuxQNPQrqma7htYpMUtHYRhu55	D:/Web/cine_1/cinelove.me/_next/static/chunks/6392-a1f2fc6a00012bd4e7ac.js	(from https://cinelove.me/template/pc/thiep-cuoi-46)
22:17:49	68514/68514	---MCZ	200	added ('OK')	application/javascript	etag:W/%2201c150cde5988ddf7d1c5d249e0c8dd2%22	https://cinelove.me/_next/static/chunks/3873-49cda0979f918004.js?dpl=dpl_4UUuxQNPQrqma7htYpMUtHYRhu55	D:/Web/cine_1/cinelove.me/_next/static/chunks/3873-49cda0979f918004e7ac.js	(from https://cinelove.me/template/pc/thiep-cuoi-46)
22:17:49	860386/860386	---MCZ	200	added ('OK')	application/javascript	etag:W/%2236438ffcfc3a0dab9025efb8eb390efa%22	https://cinelove.me/_next/static/chunks/2599-b6e06a197b08a2e8.js?dpl=dpl_4UUuxQNPQrqma7htYpMUtHYRhu55	D:/Web/cine_1/cinelove.me/_next/static/chunks/2599-b6e06a197b08a2e8e7ac.js	(from https://cinelove.me/template/pc/thiep-cuoi-46)
22:17:50	105843/105843	---MCZ	200	added ('OK')	application/javascript	etag:W/%2206f1b97aa50d86df0e42ac93d6c59382%22	https://cinelove.me/_next/static/chunks/1078-01235e3fe09dcffd.js?dpl=dpl_4UUuxQNPQrqma7htYpMUtHYRhu55	D:/Web/cine_1/cinelove.me/_next/static/chunks/1078-01235e3fe09dcffde7ac.js	(from https://cinelove.me/template/pc/thiep-cuoi-46)
22:17:50	13941/13941	---MCZ	200	added ('OK')	application/javascript	etag:W/%220a778ec712cf88f81f3b97573e0afd85%22	https://cinelove.me/_next/static/chunks/pages/template/pc/%5BtemplateSlug%5D-c3285eb82e5d3d76.js?dpl=dpl_4UUuxQNPQrqma7htYpMUtHYRhu55	D:/Web/cine_1/cinelove.me/_next/static/chunks/pages/template/pc/[templateSlug]-c3285eb82e5d3d76e7ac.js	(from https://cinelove.me/template/pc/thiep-cuoi-46)
22:17:51	26145/26145	---MCZ	200	added ('OK')	application/javascript	etag:W/%225db3230eaf311339b98197f58db9ecc4%22	https://cinelove.me/_next/static/67rH8yL_3ITCPUWhYCvC5/_buildManifest.js?dpl=dpl_4UUuxQNPQrqma7htYpMUtHYRhu55	D:/Web/cine_1/cinelove.me/_next/static/67rH8yL_3ITCPUWhYCvC5/_buildManifeste7ac.js	(from https://cinelove.me/template/pc/thiep-cuoi-46)
22:17:51	313/313	---M--	200	added ('OK')	application/javascript	etag:%22705483a6be809df0ee0a6c2332a81c71%22	https://cinelove.me/_next/static/67rH8yL_3ITCPUWhYCvC5/_ssgManifest.js?dpl=dpl_4UUuxQNPQrqma7htYpMUtHYRhu55	D:/Web/cine_1/cinelove.me/_next/static/67rH8yL_3ITCPUWhYCvC5/_ssgManifeste7ac.js	(from https://cinelove.me/template/pc/thiep-cuoi-46)
22:17:51	7288/7288	---M--	200	added ('OK')	image/png	etag:%223a2006b91728786709342e91a9277d17%22	https://cinelove.me/_next/static/media/gift-box.f417ec86.png	D:/Web/cine_1/cinelove.me/_next/static/media/gift-box.f417ec86.png	(from https://cinelove.me/template/pc/thiep-cuoi-46)
22:17:52	6230/6230	---M--	200	added ('OK')	image/png	etag:%22ee6b99fb620bd2be9f7358f1cea6c492%22	https://cinelove.me/_next/static/media/like.ea5798c7.png	D:/Web/cine_1/cinelove.me/_next/static/media/like.ea5798c7.png	(from https://cinelove.me/template/pc/thiep-cuoi-46)
22:17:52	1536/1536	---M--	200	added ('OK')	image/png	etag:%2233f5e21a8758ae174d1f882b8662f2d0%22	https://assets.cinelove.me/assets/audio-6.png	D:/Web/cine_1/assets.cinelove.me/assets/audio-6.png	(from https://cinelove.me/template/pc/thiep-cuoi-46)
22:17:52	19224/19224	---M--	200	added ('OK')	image/png	etag:%22fa53f2602157eb4d97ad64fc527b49cf%22	https://assets.cinelove.me/assets/plugins/calen_heart_1.png	D:/Web/cine_1/assets.cinelove.me/assets/plugins/calen_heart_1.png	(from https://cinelove.me/template/pc/thiep-cuoi-46)
22:17:53	557/557	---M--	200	added ('OK')	image/png	etag:%22d23a8e22b0bce2e31010a50ff1a5bc4d%22	https://cinelove.me/_next/static/media/message.24f9a1e2.png	D:/Web/cine_1/cinelove.me/_next/static/media/message.24f9a1e2.png	(from https://cinelove.me/template/pc/thiep-cuoi-46)
22:17:53	29462/29462	---M--	200	added ('OK')	image/png	etag:%22ec66925195760f153501f07a46520f5c%22	https://assets.cinelove.me/gifts/thumb/biubiu.png	D:/Web/cine_1/assets.cinelove.me/gifts/thumb/biubiu.png	(from https://cinelove.me/template/pc/thiep-cuoi-46)
22:17:53	5168/5168	---M--	200	added ('OK')	image/png	etag:%225cead9eace53cd97fc29ba8bbb8c7015%22	https://assets.cinelove.me/resources/cropShapes/029_grhum0ffpk.png	D:/Web/cine_1/assets.cinelove.me/resources/cropShapes/029_grhum0ffpk.png	(from https://cinelove.me/template/pc/thiep-cuoi-46)
22:17:54	177074/177074	---M--	200	added ('OK')	image/png	date:Sat,%2028%20Feb%202026%2000:12:14%20GMT	https://img.cinelove.me/templates/assets/efd815e3-41ff-4eb3-b31b-c25b202bc08c/4ee06e47-e476-44e6-9e06-15bddc5f569d.png?crop=0,0,570,760	D:/Web/cine_1/img.cinelove.me/templates/assets/efd815e3-41ff-4eb3-b31b-c25b202bc08c/4ee06e47-e476-44e6-9e06-15bddc5f569dd7f2.png	(from https://cinelove.me/template/pc/thiep-cuoi-46)
22:17:54	17068/17068	---M--	200	added ('OK')	image/png	etag:%22fa4e706cffd5923f1e4d31ecbfb19bc9%22	https://assets.cinelove.me/templates/assets/efd815e3-41ff-4eb3-b31b-c25b202bc08c/1faee750-3c82-4fdb-badb-f258477bd1c4.png	D:/Web/cine_1/assets.cinelove.me/templates/assets/efd815e3-41ff-4eb3-b31b-c25b202bc08c/1faee750-3c82-4fdb-badb-f258477bd1c4.png	(from https://cinelove.me/template/pc/thiep-cuoi-46)
22:17:54	13231/13231	---M--	200	added ('OK')	image/png	etag:%2240fd44d67330b5840e64862d101adf54%22	https://assets.cinelove.me/templates/assets/efd815e3-41ff-4eb3-b31b-c25b202bc08c/a6d0b3c8-29c5-4cfd-b056-90a77cad3837.png	D:/Web/cine_1/assets.cinelove.me/templates/assets/efd815e3-41ff-4eb3-b31b-c25b202bc08c/a6d0b3c8-29c5-4cfd-b056-90a77cad3837.png	(from https://cinelove.me/template/pc/thiep-cuoi-46)
22:17:54	40438/40438	---M--	200	added ('OK')	image/png	etag:%22e0ed6d63a67ba0ff75b5ec2acabb79a8%22	https://assets.cinelove.me/templates/assets/efd815e3-41ff-4eb3-b31b-c25b202bc08c/89df9cd1-5f2a-4dea-ac2d-34bcf25ce777.png	D:/Web/cine_1/assets.cinelove.me/templates/assets/efd815e3-41ff-4eb3-b31b-c25b202bc08c/89df9cd1-5f2a-4dea-ac2d-34bcf25ce777.png	(from https://cinelove.me/template/pc/thiep-cuoi-46)
22:17:55	243575/243575	---M--	200	added ('OK')	image/png	etag:%2244c35632f4129ff587953338ae527355%22	https://assets.cinelove.me/resources/flowchartIcons/9mxwbpkpydry92gg8gumt.png	D:/Web/cine_1/assets.cinelove.me/resources/flowchartIcons/9mxwbpkpydry92gg8gumt.png	(from https://cinelove.me/template/pc/thiep-cuoi-46)
22:17:55	41307/41307	---M--	200	added ('OK')	image/png	etag:%22894767a42e4a73a710f92c73a55c08a9%22	https://assets.cinelove.me/resources/happiness/0u2unnxalt31wq5tvw74a.png	D:/Web/cine_1/assets.cinelove.me/resources/happiness/0u2unnxalt31wq5tvw74a.png	(from https://cinelove.me/template/pc/thiep-cuoi-46)
22:17:55	502872/502872	---M--	200	added ('OK')	image/png	etag:%2233b6c79764da94bc9503860989254ecb%22	https://assets.cinelove.me/templates/assets/efd815e3-41ff-4eb3-b31b-c25b202bc08c/1d36da07-8974-4aa7-996f-1a6f2bf78849.png	D:/Web/cine_1/assets.cinelove.me/templates/assets/efd815e3-41ff-4eb3-b31b-c25b202bc08c/1d36da07-8974-4aa7-996f-1a6f2bf78849.png	(from https://cinelove.me/template/pc/thiep-cuoi-46)
22:17:55	107978/107978	---M--	200	added ('OK')	image/jpeg	etag:%221501d338675c2731b39e7fe8b2f38cf9%22	https://assets.cinelove.me/templates/assets/efd815e3-41ff-4eb3-b31b-c25b202bc08c/a561ec34-f420-4181-8092-848a7703e9a6.jpg	D:/Web/cine_1/assets.cinelove.me/templates/assets/efd815e3-41ff-4eb3-b31b-c25b202bc08c/a561ec34-f420-4181-8092-848a7703e9a6.jpg	(from https://cinelove.me/template/pc/thiep-cuoi-46)
22:17:56	415281/415281	---M--	200	added ('OK')	image/png	etag:%220709a41cd7129315acb299dd494a81f1%22	https://assets.cinelove.me/templates/assets/efd815e3-41ff-4eb3-b31b-c25b202bc08c/addc9fe2-e78e-4280-bb08-0c1d2f479de6.png	D:/Web/cine_1/assets.cinelove.me/templates/assets/efd815e3-41ff-4eb3-b31b-c25b202bc08c/addc9fe2-e78e-4280-bb08-0c1d2f479de6.png	(from https://cinelove.me/template/pc/thiep-cuoi-46)
22:17:56	379151/379151	---M--	200	added ('OK')	image/png	etag:%2240dc6832dc5b4e44984efa63644c5377%22	https://assets.cinelove.me/templates/assets/efd815e3-41ff-4eb3-b31b-c25b202bc08c/27e555f8-c479-40b8-adf8-ab0b96cddca6.png	D:/Web/cine_1/assets.cinelove.me/templates/assets/efd815e3-41ff-4eb3-b31b-c25b202bc08c/27e555f8-c479-40b8-adf8-ab0b96cddca6.png	(from https://cinelove.me/template/pc/thiep-cuoi-46)
22:17:56	496746/496746	---M--	200	added ('OK')	image/png	etag:%223297012f20fe5b77e5c3f9f81567532a%22	https://assets.cinelove.me/templates/assets/efd815e3-41ff-4eb3-b31b-c25b202bc08c/ecf70f4f-546e-49d3-a78b-92cfd15fdc89.png	D:/Web/cine_1/assets.cinelove.me/templates/assets/efd815e3-41ff-4eb3-b31b-c25b202bc08c/ecf70f4f-546e-49d3-a78b-92cfd15fdc89.png	(from https://cinelove.me/template/pc/thiep-cuoi-46)
22:17:56	431797/431797	---M--	200	added ('OK')	image/png	etag:%228ed9eeda1b66e7d5315d87b7b74a7fe2%22	https://assets.cinelove.me/templates/assets/efd815e3-41ff-4eb3-b31b-c25b202bc08c/6c3873c4-4e61-41d7-b6c1-441bcc3f4e06.png	D:/Web/cine_1/assets.cinelove.me/templates/assets/efd815e3-41ff-4eb3-b31b-c25b202bc08c/6c3873c4-4e61-41d7-b6c1-441bcc3f4e06.png	(from https://cinelove.me/template/pc/thiep-cuoi-46)
22:17:57	499266/499266	---M--	200	added ('OK')	image/png	etag:%22880edfc1c74c7d54cfb2e2d832638f47%22	https://assets.cinelove.me/templates/assets/efd815e3-41ff-4eb3-b31b-c25b202bc08c/f409f475-27f9-46fa-8c23-9a5d33045691.png	D:/Web/cine_1/assets.cinelove.me/templates/assets/efd815e3-41ff-4eb3-b31b-c25b202bc08c/f409f475-27f9-46fa-8c23-9a5d33045691.png	(from https://cinelove.me/template/pc/thiep-cuoi-46)
22:17:57	355390/355390	---M--	200	added ('OK')	image/png	etag:%22895e457bb7c7098409e6b4b1f38ec921%22	https://assets.cinelove.me/templates/assets/efd815e3-41ff-4eb3-b31b-c25b202bc08c/03a93321-cb90-49e9-b9fe-1fca5f4f168d.png	D:/Web/cine_1/assets.cinelove.me/templates/assets/efd815e3-41ff-4eb3-b31b-c25b202bc08c/03a93321-cb90-49e9-b9fe-1fca5f4f168d.png	(from https://cinelove.me/template/pc/thiep-cuoi-46)
22:17:57	495375/495375	---M--	200	added ('OK')	image/png	etag:%2280df8126af4ef129216f8b45c62273f8%22	https://assets.cinelove.me/templates/assets/efd815e3-41ff-4eb3-b31b-c25b202bc08c/e13442cb-f4d8-4e42-becc-a67a7f99c1ee.png	D:/Web/cine_1/assets.cinelove.me/templates/assets/efd815e3-41ff-4eb3-b31b-c25b202bc08c/e13442cb-f4d8-4e42-becc-a67a7f99c1ee.png	(from https://cinelove.me/template/pc/thiep-cuoi-46)
22:17:57	35803/35803	---M--	200	added ('OK')	image/png	etag:%22fd323b5c980d049c95e92eb5161abd39%22	https://assets.cinelove.me/templates/assets/efd815e3-41ff-4eb3-b31b-c25b202bc08c/016b5d70-8d6b-4f3c-b16c-2d93e447544c.png	D:/Web/cine_1/assets.cinelove.me/templates/assets/efd815e3-41ff-4eb3-b31b-c25b202bc08c/016b5d70-8d6b-4f3c-b16c-2d93e447544c.png	(from https://cinelove.me/template/pc/thiep-cuoi-46)
22:17:57	79193/79193	---M--	200	added ('OK')	image/jpeg	etag:%22ba5e5a0e760ef51e27786e0e68953fc4%22	https://assets.cinelove.me/templates/assets/efd815e3-41ff-4eb3-b31b-c25b202bc08c/b8f7115c-8a2a-4bba-b404-bb4d7e5fbfd8.jpg	D:/Web/cine_1/assets.cinelove.me/templates/assets/efd815e3-41ff-4eb3-b31b-c25b202bc08c/b8f7115c-8a2a-4bba-b404-bb4d7e5fbfd8.jpg	(from https://cinelove.me/template/pc/thiep-cuoi-46)
22:17:58	61259/61259	---M--	200	added ('OK')	image/jpeg	etag:%22aab900cdd4562d8b432663e6b771b897%22	https://assets.cinelove.me/templates/assets/efd815e3-41ff-4eb3-b31b-c25b202bc08c/be6435a9-ec6c-4a04-837f-b37fefbfe30e.jpg	D:/Web/cine_1/assets.cinelove.me/templates/assets/efd815e3-41ff-4eb3-b31b-c25b202bc08c/be6435a9-ec6c-4a04-837f-b37fefbfe30e.jpg	(from https://cinelove.me/template/pc/thiep-cuoi-46)
22:17:58	54126/54126	---M--	200	added ('OK')	image/png	etag:%22d68418140aefb5e1d5464edc5e881e0c%22	https://assets.cinelove.me/resources/flowchartIcons/bc7ro23uqhun7ge954163l.png	D:/Web/cine_1/assets.cinelove.me/resources/flowchartIcons/bc7ro23uqhun7ge954163l.png	(from https://cinelove.me/template/pc/thiep-cuoi-46)
22:17:58	1406/1406	---M--	200	added ('OK')	image/webp	date:Thu,%2019%20Mar%202026%2003:12:16%20GMT	https://img.cinelove.me/templates/assets/efd815e3-41ff-4eb3-b31b-c25b202bc08c/be6435a9-ec6c-4a04-837f-b37fefbfe30e.jpg?resize=100x&format=webp&quality=90	D:/Web/cine_1/img.cinelove.me/templates/assets/efd815e3-41ff-4eb3-b31b-c25b202bc08c/be6435a9-ec6c-4a04-837f-b37fefbfe30e2979.jpg	(from https://cinelove.me/template/pc/thiep-cuoi-46)
